State	District	Subdistt	Town/Village	Ward	EB	Level	Name	TRU	No_HH	TOT_P	TOT_M	TOT_F	P_06	M_06	F_06	P_SC	M_SC	F_SC	P_ST	M_ST	F_ST	P_LIT	M_LIT	F_LIT	P_ILL	M_ILL	F_ILL	TOT_WORK_P	TOT_WORK_M	TOT_WORK_F	MAINWORK_P	MAINWORK_M	MAINWORK_F	MAIN_CL_P	MAIN_CL_M	MAIN_CL_F	MAIN_AL_P	MAIN_AL_M	MAIN_AL_F	MAIN_HH_P	MAIN_HH_M	MAIN_HH_F	MAIN_OT_P	MAIN_OT_M	MAIN_OT_F	MARGWORK_P	MARGWORK_M	MARGWORK_F	MARG_CL_P	MARG_CL_M	MARG_CL_F	MARG_AL_P	MARG_AL_M	MARG_AL_F	MARG_HH_P	MARG_HH_M	MARG_HH_F	MARG_OT_P	MARG_OT_M	MARG_OT_F	MARGWORK_3_6_P	MARGWORK_3_6_M	MARGWORK_3_6_F	MARG_CL_3_6_P	MARG_CL_3_6_M	MARG_CL_3_6_F	MARG_AL_3_6_P	MARG_AL_3_6_M	MARG_AL_3_6_F	MARG_HH_3_6_P	MARG_HH_3_6_M	MARG_HH_3_6_F	MARG_OT_3_6_P	MARG_OT_3_6_M	MARG_OT_3_6_F	MARGWORK_0_3_P	MARGWORK_0_3_M	MARGWORK_0_3_F	MARG_CL_0_3_P	MARG_CL_0_3_M	MARG_CL_0_3_F	MARG_AL_0_3_P	MARG_AL_0_3_M	MARG_AL_0_3_F	MARG_HH_0_3_P	MARG_HH_0_3_M	MARG_HH_0_3_F	MARG_OT_0_3_P	MARG_OT_0_3_M	MARG_OT_0_3_F	NON_WORK_P	NON_WORK_M	NON_WORK_F
21	386	3034	407035	0	0	VILLAGE	Brundaban	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3034	407036	0	0	VILLAGE	Khalikota	Rural	239	1006	529	477	126	73	53	79	46	33	9	6	3	642	359	283	364	170	194	365	306	59	291	274	17	76	73	3	117	114	3	0	0	0	98	87	11	74	32	42	3	2	1	62	28	34	0	0	0	9	2	7	70	31	39	2	1	1	62	28	34	0	0	0	6	2	4	4	1	3	1	1	0	0	0	0	0	0	0	3	0	3	641	223	418
21	386	3034	407037	0	0	VILLAGE	Harikeswar	Rural	91	429	230	199	40	20	20	0	0	0	0	0	0	357	203	154	72	27	45	119	116	3	118	115	3	2	2	0	110	108	2	0	0	0	6	5	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	310	114	196
21	386	3034	407038	0	0	VILLAGE	Chitrakot	Rural	90	384	198	186	38	15	23	0	0	0	0	0	0	291	163	128	93	35	58	95	93	2	87	85	2	25	25	0	37	36	1	5	5	0	20	19	1	8	8	0	1	1	0	7	7	0	0	0	0	0	0	0	8	8	0	1	1	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	105	184
21	386	3034	407039	0	0	VILLAGE	Dholapathar	Rural	97	453	231	222	48	23	25	61	33	28	0	0	0	351	199	152	102	32	70	152	135	17	103	96	7	13	12	1	58	56	2	9	8	1	23	20	3	49	39	10	1	0	1	37	36	1	0	0	0	11	3	8	49	39	10	1	0	1	37	36	1	0	0	0	11	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	96	205
21	386	3034	407040	0	0	VILLAGE	Benagadia patana	Rural	112	541	265	276	61	28	33	54	24	30	0	0	0	397	205	192	144	60	84	177	141	36	10	10	0	0	0	0	0	0	0	0	0	0	10	10	0	167	131	36	0	0	0	13	10	3	11	9	2	143	112	31	76	61	15	0	0	0	4	1	3	7	7	0	65	53	12	91	70	21	0	0	0	9	9	0	4	2	2	78	59	19	364	124	240
21	386	3034	407041	0	0	VILLAGE	Benagadia  	Rural	144	679	347	332	78	30	48	116	56	60	0	0	0	518	297	221	161	50	111	241	224	17	176	171	5	0	0	0	125	124	1	20	20	0	31	27	4	65	53	12	7	7	0	26	26	0	15	12	3	17	8	9	58	49	9	4	4	0	25	25	0	14	12	2	15	8	7	7	4	3	3	3	0	1	1	0	1	0	1	2	0	2	438	123	315
21	386	3034	407042	0	0	VILLAGE	Patabandha	Rural	105	538	280	258	69	41	28	35	16	19	35	18	17	407	228	179	131	52	79	250	180	70	124	108	16	64	59	5	28	25	3	1	1	0	31	23	8	126	72	54	30	19	11	18	12	6	11	5	6	67	36	31	112	67	45	28	18	10	16	10	6	9	4	5	59	35	24	14	5	9	2	1	1	2	2	0	2	1	1	8	1	7	288	100	188
21	386	3034	407043	0	0	VILLAGE	Garvanipada	Rural	174	833	419	414	98	48	50	9	5	4	0	0	0	625	340	285	208	79	129	257	237	20	200	183	17	52	48	4	66	64	2	0	0	0	82	71	11	57	54	3	5	5	0	46	46	0	2	0	2	4	3	1	52	50	2	5	5	0	43	43	0	2	0	2	2	2	0	5	4	1	0	0	0	3	3	0	0	0	0	2	1	1	576	182	394
21	386	3034	407044	0	0	VILLAGE	Baradandi	Rural	253	1117	566	551	139	69	70	120	55	65	0	0	0	857	473	384	260	93	167	327	311	16	291	282	9	113	113	0	69	68	1	7	7	0	102	94	8	36	29	7	1	1	0	19	18	1	4	2	2	12	8	4	31	26	5	1	1	0	18	17	1	3	2	1	9	6	3	5	3	2	0	0	0	1	1	0	1	0	1	3	2	1	790	255	535
21	386	3034	407045	0	0	VILLAGE	Ramachandrapur	Rural	359	1555	798	757	189	94	95	358	175	183	128	64	64	1184	659	525	371	139	232	480	459	21	453	436	17	130	128	2	259	253	6	4	4	0	60	51	9	27	23	4	1	1	0	22	20	2	2	0	2	2	2	0	25	23	2	1	1	0	22	20	2	0	0	0	2	2	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	0	1075	339	736
21	386	3034	407046	0	0	VILLAGE	Bada bankoipatana	Rural	21	111	58	53	6	4	2	0	0	0	0	0	0	98	52	46	13	6	7	35	30	5	32	28	4	10	8	2	4	4	0	6	6	0	12	10	2	3	2	1	0	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	1	0	2	1	1	0	0	0	76	28	48
21	386	3034	407047	0	0	VILLAGE	Sanabankoipatana	Rural	38	154	74	80	14	5	9	9	5	4	0	0	0	120	64	56	34	10	24	39	33	6	37	32	5	16	16	0	6	6	0	3	2	1	12	8	4	2	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	115	41	74
21	386	3034	407048	0	0	VILLAGE	Bankoidesh	Rural	270	1102	581	521	122	63	59	0	0	0	0	0	0	900	497	403	202	84	118	327	307	20	322	304	18	125	120	5	100	100	0	3	3	0	94	81	13	5	3	2	0	0	0	0	0	0	1	1	0	4	2	2	5	3	2	0	0	0	0	0	0	1	1	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	274	501
21	386	3034	407049	0	0	VILLAGE	Damodarpur	Rural	161	624	317	307	65	33	32	24	11	13	0	0	0	539	280	259	85	37	48	376	205	171	126	116	10	57	57	0	36	32	4	13	11	2	20	16	4	250	89	161	24	19	5	45	38	7	10	5	5	171	27	144	216	85	131	22	18	4	41	35	6	10	5	5	143	27	116	34	4	30	2	1	1	4	3	1	0	0	0	28	0	28	248	112	136
21	386	3034	407050	0	0	VILLAGE	Bankoidala	Rural	73	299	155	144	25	15	10	0	0	0	0	0	0	238	123	115	61	32	29	90	89	1	87	86	1	46	46	0	23	23	0	1	1	0	17	16	1	3	3	0	0	0	0	1	1	0	2	2	0	0	0	0	3	3	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	66	143
21	386	3034	407051	0	0	VILLAGE	Narasinghpur	Rural	51	199	104	95	20	10	10	0	0	0	0	0	0	152	81	71	47	23	24	55	54	1	54	53	1	11	11	0	31	31	0	0	0	0	12	11	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	144	50	94
21	386	3034	407052	0	0	VILLAGE	Sahajapur	Rural	108	459	234	225	63	30	33	0	0	0	0	0	0	315	173	142	144	61	83	159	142	17	125	123	2	67	67	0	42	42	0	2	2	0	14	12	2	34	19	15	0	0	0	16	15	1	1	1	0	17	3	14	19	19	0	0	0	0	15	15	0	1	1	0	3	3	0	15	0	15	0	0	0	1	0	1	0	0	0	14	0	14	300	92	208
21	386	3034	407053	0	0	VILLAGE	Barapatia	Rural	80	369	196	173	55	36	19	0	0	0	0	0	0	270	143	127	99	53	46	101	80	21	83	64	19	61	50	11	5	1	4	1	1	0	16	12	4	18	16	2	9	8	1	7	7	0	0	0	0	2	1	1	18	16	2	9	8	1	7	7	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	116	152
21	386	3034	407054	0	0	VILLAGE	Barabati	Rural	68	374	206	168	33	15	18	0	0	0	0	0	0	286	173	113	88	33	55	128	121	7	116	112	4	76	76	0	0	0	0	1	1	0	39	35	4	12	9	3	1	0	1	5	5	0	3	3	0	3	1	2	12	9	3	1	0	1	5	5	0	3	3	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	85	161
21	386	3034	407055	0	0	VILLAGE	Gopinathapur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3034	407056	0	0	VILLAGE	Bhagabanpur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3034	407057	0	0	VILLAGE	Beguniamula	Rural	67	244	121	123	38	21	17	14	6	8	0	0	0	150	89	61	94	32	62	114	73	41	91	60	31	17	17	0	61	31	30	0	0	0	13	12	1	23	13	10	4	3	1	17	8	9	0	0	0	2	2	0	20	11	9	3	2	1	15	7	8	0	0	0	2	2	0	3	2	1	1	1	0	2	1	1	0	0	0	0	0	0	130	48	82
21	386	3034	407058	0	0	VILLAGE	Kotasingha	Rural	188	763	396	367	79	39	40	31	13	18	0	0	0	611	330	281	152	66	86	230	213	17	195	189	6	65	65	0	92	90	2	9	7	2	29	27	2	35	24	11	4	1	3	23	22	1	6	0	6	2	1	1	33	23	10	3	1	2	22	21	1	6	0	6	2	1	1	2	1	1	1	0	1	1	1	0	0	0	0	0	0	0	533	183	350
21	386	3034	407059	0	0	VILLAGE	Kapileswar	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3034	407060	0	0	VILLAGE	Kanrapur	Rural	154	718	372	346	64	42	22	24	11	13	236	111	125	401	233	168	317	139	178	302	209	93	14	14	0	3	3	0	1	1	0	0	0	0	10	10	0	288	195	93	5	5	0	280	188	92	0	0	0	3	2	1	283	190	93	5	5	0	275	183	92	0	0	0	3	2	1	5	5	0	0	0	0	5	5	0	0	0	0	0	0	0	416	163	253
21	386	3034	407061	0	0	VILLAGE	Beguniamulapatana	Rural	62	230	119	111	30	18	12	2	1	1	0	0	0	179	98	81	51	21	30	84	70	14	68	61	7	35	35	0	18	13	5	1	1	0	14	12	2	16	9	7	5	3	2	9	6	3	1	0	1	1	0	1	13	6	7	4	2	2	7	4	3	1	0	1	1	0	1	3	3	0	1	1	0	2	2	0	0	0	0	0	0	0	146	49	97
21	386	3034	407062	0	0	VILLAGE	Asaraladesa	Rural	93	378	197	181	46	26	20	32	15	17	16	7	9	291	159	132	87	38	49	134	124	10	16	12	4	0	0	0	0	0	0	0	0	0	16	12	4	118	112	6	6	6	0	110	105	5	0	0	0	2	1	1	97	96	1	6	6	0	89	89	0	0	0	0	2	1	1	21	16	5	0	0	0	21	16	5	0	0	0	0	0	0	244	73	171
21	386	3034	407063	0	0	VILLAGE	Raipurpatana	Rural	43	167	81	86	17	6	11	22	10	12	0	0	0	121	64	57	46	17	29	49	47	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	47	45	2	0	0	0	44	42	2	0	0	0	3	3	0	35	33	2	0	0	0	32	30	2	0	0	0	3	3	0	12	12	0	0	0	0	12	12	0	0	0	0	0	0	0	118	34	84
21	386	3034	407064	0	0	VILLAGE	Hanumantaprasad	Rural	125	522	264	258	56	23	33	87	45	42	0	0	0	396	224	172	126	40	86	219	162	57	181	156	25	45	45	0	83	79	4	1	1	0	52	31	21	38	6	32	4	4	0	9	2	7	3	0	3	22	0	22	25	5	20	4	4	0	3	1	2	3	0	3	15	0	15	13	1	12	0	0	0	6	1	5	0	0	0	7	0	7	303	102	201
21	386	3034	407065	0	0	VILLAGE	Mangarajapur	Rural	104	413	226	187	48	31	17	38	21	17	0	0	0	342	191	151	71	35	36	148	123	25	67	60	7	23	23	0	0	0	0	1	1	0	43	36	7	81	63	18	1	0	1	70	62	8	1	0	1	9	1	8	74	58	16	1	0	1	65	58	7	1	0	1	7	0	7	7	5	2	0	0	0	5	4	1	0	0	0	2	1	1	265	103	162
21	386	3034	407066	0	0	VILLAGE	Dianipatana	Rural	68	279	149	130	28	16	12	21	11	10	0	0	0	236	129	107	43	20	23	84	83	1	64	63	1	37	37	0	14	14	0	0	0	0	13	12	1	20	20	0	0	0	0	20	20	0	0	0	0	0	0	0	20	20	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	66	129
21	386	3034	407067	0	0	VILLAGE	Asaraladala	Rural	204	812	436	376	96	48	48	10	4	6	0	0	0	651	367	284	161	69	92	267	251	16	198	186	12	120	119	1	29	28	1	2	0	2	47	39	8	69	65	4	3	3	0	48	48	0	3	0	3	15	14	1	61	60	1	0	0	0	47	47	0	1	0	1	13	13	0	8	5	3	3	3	0	1	1	0	2	0	2	2	1	1	545	185	360
21	386	3034	407068	0	0	VILLAGE	Jagabandhupur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3034	407069	0	0	VILLAGE	Puania	Rural	157	643	332	311	71	36	35	11	4	7	0	0	0	514	277	237	129	55	74	219	201	18	213	197	16	36	36	0	77	77	0	5	3	2	95	81	14	6	4	2	0	0	0	0	0	0	0	0	0	6	4	2	5	3	2	0	0	0	0	0	0	0	0	0	5	3	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	424	131	293
21	386	3034	407070	0	0	VILLAGE	Magura	Rural	97	379	195	184	46	22	24	0	0	0	0	0	0	278	156	122	101	39	62	126	123	3	118	116	2	69	69	0	17	17	0	0	0	0	32	30	2	8	7	1	1	1	0	4	4	0	0	0	0	3	2	1	7	6	1	0	0	0	4	4	0	0	0	0	3	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	253	72	181
21	386	3034	407071	0	0	VILLAGE	Durgapur	Rural	65	274	139	135	27	16	11	5	3	2	0	0	0	200	111	89	74	28	46	92	89	3	74	73	1	13	13	0	46	45	1	2	2	0	13	13	0	18	16	2	0	0	0	17	15	2	0	0	0	1	1	0	18	16	2	0	0	0	17	15	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	50	132
21	386	3034	407072	0	0	VILLAGE	Kanteilo	Rural	98	459	235	224	69	36	33	27	11	16	0	0	0	311	166	145	148	69	79	164	157	7	140	134	6	49	49	0	62	61	1	2	2	0	27	22	5	24	23	1	1	1	0	22	21	1	0	0	0	1	1	0	24	23	1	1	1	0	22	21	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	78	217
21	386	3034	407073	0	0	VILLAGE	Harekrushnapur	Rural	58	217	103	114	16	12	4	0	0	0	0	0	0	158	77	81	59	26	33	69	59	10	52	48	4	21	21	0	14	14	0	0	0	0	17	13	4	17	11	6	3	3	0	4	4	0	0	0	0	10	4	6	10	9	1	3	3	0	4	4	0	0	0	0	3	2	1	7	2	5	0	0	0	0	0	0	0	0	0	7	2	5	148	44	104
21	386	3034	407074	0	0	VILLAGE	Asurdhip	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3034	407075	0	0	VILLAGE	Manikapur	Rural	74	345	177	168	42	21	21	0	0	0	0	0	0	231	118	113	114	59	55	118	113	5	107	104	3	5	5	0	44	44	0	1	1	0	57	54	3	11	9	2	0	0	0	3	2	1	1	0	1	7	7	0	11	9	2	0	0	0	3	2	1	1	0	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	64	163
21	386	3034	407076	0	0	VILLAGE	Badakumari	Rural	175	827	440	387	86	43	43	31	15	16	0	0	0	655	370	285	172	70	102	275	255	20	185	177	8	60	59	1	41	41	0	15	15	0	69	62	7	90	78	12	5	3	2	54	51	3	13	13	0	18	11	7	86	74	12	5	3	2	53	50	3	10	10	0	18	11	7	4	4	0	0	0	0	1	1	0	3	3	0	0	0	0	552	185	367
21	386	3034	407077	0	0	VILLAGE	Sanakumari	Rural	175	788	411	377	77	43	34	4	2	2	0	0	0	632	350	282	156	61	95	236	218	18	205	192	13	71	69	2	24	23	1	32	31	1	78	69	9	31	26	5	3	3	0	17	16	1	7	5	2	4	2	2	30	25	5	3	3	0	16	15	1	7	5	2	4	2	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	552	193	359
21	386	3034	407078	0	0	VILLAGE	Bilakhauruni	Rural	321	1609	860	749	186	103	83	164	91	73	1	1	0	1256	702	554	353	158	195	524	494	30	419	397	22	161	155	6	110	108	2	8	8	0	140	126	14	105	97	8	4	4	0	39	36	3	16	14	2	46	43	3	103	95	8	4	4	0	38	35	3	15	13	2	46	43	3	2	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1085	366	719
21	386	3034	407079	0	0	VILLAGE	Hatabasta	Rural	16	76	44	32	9	6	3	0	0	0	0	0	0	59	35	24	17	9	8	28	27	1	28	27	1	1	1	0	11	11	0	1	1	0	15	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	17	31
21	386	3034	407080	0	0	VILLAGE	Srichandanpurpatana	Rural	156	810	425	385	73	35	38	120	68	52	0	0	0	640	360	280	170	65	105	302	289	13	275	263	12	24	24	0	72	72	0	1	0	1	178	167	11	27	26	1	4	4	0	13	13	0	0	0	0	10	9	1	24	23	1	4	4	0	10	10	0	0	0	0	10	9	1	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	508	136	372
21	386	3034	407081	0	0	VILLAGE	Srichandanpur 	Rural	161	749	393	356	63	29	34	0	0	0	0	0	0	623	347	276	126	46	80	225	210	15	165	156	9	61	59	2	1	1	0	7	6	1	96	90	6	60	54	6	4	4	0	4	4	0	2	1	1	50	45	5	43	39	4	4	4	0	4	4	0	2	1	1	33	30	3	17	15	2	0	0	0	0	0	0	0	0	0	17	15	2	524	183	341
21	386	3034	407082	0	0	VILLAGE	Kodapada	Rural	54	258	133	125	29	15	14	0	0	0	0	0	0	185	111	74	73	22	51	87	86	1	66	65	1	20	20	0	23	22	1	1	1	0	22	22	0	21	21	0	5	5	0	14	14	0	0	0	0	2	2	0	19	19	0	3	3	0	14	14	0	0	0	0	2	2	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	171	47	124
21	386	3034	407083	0	0	VILLAGE	Dihakhauruni	Rural	339	1495	783	712	147	83	64	148	81	67	0	0	0	1193	670	523	302	113	189	532	504	28	486	462	24	251	246	5	13	13	0	23	19	4	199	184	15	46	42	4	8	6	2	13	12	1	3	3	0	22	21	1	41	39	2	5	4	1	12	12	0	2	2	0	22	21	1	5	3	2	3	2	1	1	0	1	1	1	0	0	0	0	963	279	684
21	386	3034	407084	0	0	VILLAGE	Kapasia	Rural	308	1272	655	617	114	70	44	109	59	50	0	0	0	980	530	450	292	125	167	403	363	40	261	237	24	94	91	3	104	98	6	6	5	1	57	43	14	142	126	16	4	4	0	117	114	3	2	1	1	19	7	12	127	113	14	4	4	0	102	101	1	2	1	1	19	7	12	15	13	2	0	0	0	15	13	2	0	0	0	0	0	0	869	292	577
21	386	3034	407085	0	0	VILLAGE	Rameswar	Rural	146	652	335	317	67	30	37	17	10	7	0	0	0	526	292	234	126	43	83	205	185	20	195	177	18	55	49	6	68	62	6	4	3	1	68	63	5	10	8	2	1	1	0	0	0	0	0	0	0	9	7	2	10	8	2	1	1	0	0	0	0	0	0	0	9	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	150	297
21	386	3034	407086	0	0	VILLAGE	Asanapalli	Rural	181	735	373	362	89	50	39	77	34	43	83	38	45	456	246	210	279	127	152	281	228	53	263	224	39	60	59	1	153	121	32	1	0	1	49	44	5	18	4	14	0	0	0	14	3	11	1	0	1	3	1	2	17	3	14	0	0	0	14	3	11	1	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	454	145	309
21	386	3034	407087	0	0	VILLAGE	Haripurpatana	Rural	94	358	185	173	42	19	23	11	6	5	0	0	0	299	165	134	59	20	39	93	88	5	85	80	5	20	20	0	5	5	0	0	0	0	60	55	5	8	8	0	0	0	0	5	5	0	0	0	0	3	3	0	5	5	0	0	0	0	4	4	0	0	0	0	1	1	0	3	3	0	0	0	0	1	1	0	0	0	0	2	2	0	265	97	168
21	386	3034	407088	0	0	VILLAGE	Arakhapalli	Rural	350	1457	745	712	180	97	83	113	59	54	213	108	105	1097	598	499	360	147	213	580	467	113	224	201	23	45	45	0	11	11	0	9	9	0	159	136	23	356	266	90	3	0	3	211	167	44	14	12	2	128	87	41	325	239	86	3	0	3	186	144	42	13	11	2	123	84	39	31	27	4	0	0	0	25	23	2	1	1	0	5	3	2	877	278	599
21	386	3034	407089	0	0	VILLAGE	Khalipatna	Rural	46	210	117	93	28	16	12	20	10	10	0	0	0	170	97	73	40	20	20	65	62	3	57	54	3	5	5	0	0	0	0	0	0	0	52	49	3	8	8	0	0	0	0	1	1	0	0	0	0	7	7	0	6	6	0	0	0	0	1	1	0	0	0	0	5	5	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	145	55	90
21	386	3034	407090	0	0	VILLAGE	Ghoradia	Rural	117	486	251	235	57	34	23	15	6	9	0	0	0	378	206	172	108	45	63	151	145	6	140	135	5	14	14	0	29	29	0	1	0	1	96	92	4	11	10	1	2	2	0	7	7	0	1	0	1	1	1	0	8	7	1	2	2	0	4	4	0	1	0	1	1	1	0	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	335	106	229
21	386	3034	407091	0	0	VILLAGE	Grameswar	Rural	125	534	270	264	46	25	21	82	43	39	0	0	0	431	234	197	103	36	67	330	175	155	140	125	15	12	11	1	29	28	1	4	1	3	95	85	10	190	50	140	0	0	0	2	2	0	108	2	106	80	46	34	139	11	128	0	0	0	2	2	0	107	1	106	30	8	22	51	39	12	0	0	0	0	0	0	1	1	0	50	38	12	204	95	109
21	386	3034	407092	0	0	VILLAGE	Padmapur	Rural	55	303	161	142	37	20	17	0	0	0	0	0	0	241	138	103	62	23	39	90	86	4	90	86	4	0	0	0	21	20	1	0	0	0	69	66	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	75	138
21	386	3034	407093	0	0	VILLAGE	Chuda	Rural	329	1606	860	746	196	113	83	51	29	22	0	0	0	1288	726	562	318	134	184	519	474	45	504	460	44	75	67	8	162	157	5	6	5	1	261	231	30	15	14	1	2	2	0	5	5	0	1	0	1	7	7	0	14	14	0	2	2	0	5	5	0	0	0	0	7	7	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1087	386	701
21	386	3034	407094	0	0	VILLAGE	Bolagad	Rural	726	3329	1732	1597	310	158	152	378	186	192	0	0	0	2679	1468	1211	650	264	386	1078	970	108	850	776	74	184	181	3	92	91	1	29	18	11	545	486	59	228	194	34	15	11	4	82	78	4	17	9	8	114	96	18	180	156	24	14	11	3	52	51	1	14	9	5	100	85	15	48	38	10	1	0	1	30	27	3	3	0	3	14	11	3	2251	762	1489
21	386	3034	407095	0	0	VILLAGE	Jhansipatna	Rural	53	214	109	105	26	14	12	0	0	0	0	0	0	174	92	82	40	17	23	74	66	8	67	61	6	4	4	0	34	34	0	0	0	0	29	23	6	7	5	2	1	1	0	5	4	1	0	0	0	1	0	1	7	5	2	1	1	0	5	4	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	43	97
21	386	3034	407096	0	0	VILLAGE	Trutiapada	Rural	520	2311	1215	1096	214	126	88	171	89	82	8	4	4	1920	1047	873	391	168	223	794	677	117	499	454	45	31	31	0	78	78	0	14	12	2	376	333	43	295	223	72	24	21	3	116	113	3	7	5	2	148	84	64	165	132	33	19	16	3	56	55	1	4	3	1	86	58	28	130	91	39	5	5	0	60	58	2	3	2	1	62	26	36	1517	538	979
21	386	3034	407097	0	0	VILLAGE	Khanguria	Rural	430	1612	824	788	183	97	86	48	25	23	0	0	0	1189	656	533	423	168	255	620	506	114	309	240	69	100	95	5	71	40	31	14	1	13	124	104	20	311	266	45	1	1	0	221	199	22	4	2	2	85	64	21	308	265	43	1	1	0	218	198	20	4	2	2	85	64	21	3	1	2	0	0	0	3	1	2	0	0	0	0	0	0	992	318	674
21	386	3034	407098	0	0	VILLAGE	Gobindapur	Rural	77	326	176	150	40	28	12	15	8	7	0	0	0	221	121	100	105	55	50	116	99	17	106	94	12	2	1	1	64	63	1	1	1	0	39	29	10	10	5	5	0	0	0	1	1	0	3	2	1	6	2	4	10	5	5	0	0	0	1	1	0	3	2	1	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	77	133
